https://www.allmovie.com/movie/y-tu-mam%C3%A1-tambi%C3%A9n-v250558, Y Tu Mamá También, Comedy Drama, Coming-of-Age Road Movie Sex Comedy, Mar 15 2002, 106, Mexico, NR, 9,  Drug Content Not For Children Profanity Strong Sexual Content, Alfonso Cuarón, Besame Mucho Pictures Good Machine Producciones Anhelo, 20th Century Fox IFC Films, Carnal Knowledge | Pick-Me-Ups, Faltering Friendships | Love Triangles | Journey of Self-Discovery | Class Differences | Age Disparity Romance, class-system coming-of-age friendship jealousy love-triangle Mexico road-trip sexual-awakening summer-vacation teenagers, High Artistic Quality High Historical Importance, Mexican-born New York-based filmmaker Alfonso Cuarón directed this Mexican box-office smash hit about a pair of randy upper-class buddies that sparked some controversy for its frank depiction of drug use and sexual exploration. With their respective girlfriends away in Europe Julio (Gael García Bernal) and his upper-class friend Tenoch (Diego Luna) are looking forward to a summer full of drink drugs and cheap meaningless sex. During a wedding they meet Luisa (Maribel Verdú) -- the 28-year-old wife of Tenoch's scholarly cousin -- and try to convince her to go on a road trip to Heaven's Mouth a made-up beach paradise the two claim is on the Oaxacan coast. To their surprise Luisa -- who is looking to escape her troubled life for a spell -- agrees to go along. Two days into the trip tension starts to build between the two friends: Luisa has had sex with each and now both lads are not-so-quietly vying for her affection. Soon simmering jealousies boil over into savage arguments threatening to completely destroy their friendship. After an enormously successful run in Mexico and Guatemala this film was screened to much acclaim at the 2001 Venice Toronto and New York Film Festivals., Gael García Bernal | Diego Luna | Diana Bracho | Emilio Echeverria | Veronica Langer | Arturo Rios, Malena | Sexo con Amor | Grado 3 | Volantin Cortao | She Doesn't Want to Sleep Alone | How Much Further
https://www.allmovie.com/movie/mulholland-dr-v246240, Mulholland Dr., Avant-garde / Experimental Mystery, Psychological Thriller Showbiz Drama, Oct 12 2001, 146, USA, R, 9,  Not For Children Nudity Strong Sexual Content Violence, David Lynch, Asymmetrical Canal Plus Films Alain Sarde Pathé Distribution, Bac Films, Head Trips | Spellbinders, Amnesia | Filmmaking | Woman In Jeopardy, amnesia filmmaker loss-of-innocence murder-attempt show-business, Cult Film High Artistic Quality, David Lynch wrote and directed this look at two women who find themselves walking a fine line between truth and deception in the beautiful but dangerous netherworld of Hollywood. A beautiful woman (Laura Elena Harring) riding in a limousine along Los Angeles' Mulholland Drive is targeted by a would-be shooter but before he can pull the trigger she is injured when her limo is hit by another car. The woman stumbles from the wreck with a head wound and in time makes her way into an apartment with no idea of where or who she is. As it turns out the apartment is home to an elderly woman who is out of town and is allowing her niece Betty (Naomi Watts) to stay there; Betty is a small-town girl from Canada who wants to be an actress and her aunt was able to arrange an audition with a film director for her. Betty befriends the injured woman who begins calling herself "Rita" after seeing a poster of Rita Hayworth. While Betty's audition impresses a casting agent and she catches the eye of hotshot director Adam Kesher (Justin Theroux) Kesher's producers and moneymen insist with no small vehemence that he instead cast a woman named Camilla Rhodes. As Rita attempts to put the pieces of her life back together she pulls the name Diane Selwyn from her memory; Rita thinks it could be her real name but when she and Betty find a listing for Diane Selwyn and visit her apartment they discover the latest victim of a mysterious killer who is eluding police detective Harry McKnight (Robert Forster). Rita's emotional identity soon takes a left turn and it turns out that neither woman is quite who she once appeared to be. David Lynch originally conceived Mulholland Drive as the pilot film for a television series; after the ABC television network rejected the pilot and declined to air it the French production film StudioCanal took over the project and Lynch reshot and re-edited the material into a theatrical feature. The resulting version of Mulholland Drive premiered at the 2001 Cannes Film Festival where David Lynch shared Best Director honors with Joel Coen., Justin Theroux | Naomi Watts | Laura Elena Harring | Ann Miller | Dan Hedaya | Mark Pellegrino | Robert Forster | Katharine Towne | Lee Grant | Michael J. Anderson | Diane Baker | Scott Coffey | Billy Ray Cyrus | Chad Everett | Matt Gallini | Melissa George | Marcus Graham | Sean E. Markland | Monty Montgomery | James Karen, Inland Empire | Eyes Wide Shut | The Man Who Wasn't There | Memento | Bad Education | The Nines
https://www.allmovie.com/movie/the-lord-of-the-rings-the-fellowship-of-the-ring-v255996, The Lord of the Rings: The Fellowship of the Ring, Fantasy Epic, Fantasy Adventure Sword-and-Sorcery, Dec 5 2003, 178, New Zealand USA, PG13, 9,  Violence Watch With Your Kids, Peter Jackson, WingNut Films, New Line Cinema, Other Dimensions, Heroic Mission | Wizards and Magicians | Fantasy Lands, ring [jewelry] fantasy-world adversity gathering good-vs-evil power-hungry destruction-of-mankind doom group hardships one-against-odds proving-oneself quest villain wizard dwarf elf enchanted-forest on-the-road, High Artistic Quality High Budget High Production Values, New Zealand filmmaker Peter Jackson fulfills his lifelong dream of transforming author J.R.R. Tolkien's best-selling fantasy epic into a three-part motion picture that begins with this holiday 2001 release. Elijah Wood stars as Frodo Baggins a Hobbit resident of the medieval "Middle-earth" who discovers that a ring bequeathed to him by beloved relative and benefactor Bilbo (Ian Holm) is in fact the "One Ring" a device that will allow its master to manipulate dark powers and enslave the world. Frodo is charged by the wizard Gandalf (Ian McKellen) to return the ring to Mount Doom the evil site where it was forged millennia ago and the only place where it can be destroyed. Accompanying Frodo is a fellowship of eight others: his Hobbit friends Sam (Sean Astin) Merry (Dominic Monaghan) and Pippin (Billy Boyd); plus Gandalf; the human warriors Aragorn (Viggo Mortensen) and Boromir (Sean Bean); Elf archer Legolas (Orlando Bloom); and Dwarf soldier Gimli (John Rhys-Davies). The band's odyssey to the dreaded land of Mordor where Mount Doom lies takes them through the Elfish domain of Rivendell and the forest of Lothlorien where they receive aid and comfort from the Elf princess Arwen (Liv Tyler) her father Elrond (Hugo Weaving) and Queen Galadriel (Cate Blanchett). In pursuit of the travelers and their ring are Saruman (Christopher Lee) -- a traitorous wizard and kin of sorts to Gandalf -- and the Dark Riders under the control of the evil mysterious Sauron (Sala Baker). The Fellowship must also do battle with a troll flying spies Orcs and other deadly obstacles both natural and otherwise as they draw closer to Mordor. The Lord of the Rings: The Fellowship of the Ring (2001) was filmed in Jackson's native New Zealand closely followed by its pair of sequels The Two Towers (2002) and The Return of the King (2003)., Elijah Wood | Ian McKellen | Ian Holm | Viggo Mortensen | Sean Bean | Sean Astin | John Rhys-Davies | Billy Boyd | Cate Blanchett | Liv Tyler | Orlando Bloom | Hugo Weaving | Christopher Lee | Dominic Monaghan | Andy Serkis | Marton Csokas | Craig Parker | Lawrence Makoare | Sala Baker | Brian Sergent, The Golden Compass | The Twilight Saga: Breaking Dawn - Part 2 | Excalibur | The Beastmaster | The Spiderwick Chronicles | Finding Joe
https://www.allmovie.com/movie/iris-v257738, Iris, Drama, Biopic [feature] Marriage Drama, Dec 15 2001, 90, UK USA, R, 8,  Adult Language Nudity Sexual Situations, Richard Eyre, BBC Intermedia Films Mirage Enterprises Miramax Scott Rudin Productions, Buena Vista International Miramax, Only Human, Writer's Life, Alzheimer's-Disease courtship fame free-spirit husband-and-wife marriage writer, High Artistic Quality High Production Values, Based on a pair of memoirs by her husband John Bayley this biographical portrait of writer Iris Murdoch stars both Judi Dench and Kate Winslet as the philosophical author at different stages of her life. When the young Iris (Winslet) meets fellow student Bayley (Hugh Bonneville) at Oxford he's a naïve virgin easily flummoxed by her libertine spirit arch personality and obvious artistic talent. Decades later little has changed as the couple (now played by Dench and Jim Broadbent) keeps house with John doting on his more famous wife. When Iris begins experiencing forgetfulness and dementia however the ever-doltish but devoted John struggles with hopelessness and frustration to become her caretaker as his wife's mind deteriorates from the ravages of Alzheimer's disease. Iris earned a slew of Supporting Actor awards for Broadbent including recognition from the Hollywood Foreign Press Association Los Angeles Film Critics Association and National Board of Review., Judi Dench | Kate Winslet | Jim Broadbent | Hugh Bonneville | Penelope Wilton | Juliet Aubrey | Samuel West | Timothy West | Eleanor Bron | Joan Bakewell | Kris Marshall | Tom Mannion | Derek Hutchinson | Juliet Howland | Saira Todd | Emma Handy | Nancy Carroll | Stephen Marcus | Angela Morant | Siobhan Hayes | Gabrielle Reidy | Matilda Allsopp | Charlotte Arkwright | Harriet Arkwright | Steve Edis | Pauline McGlynn | Pauline McLynn, Away From Her | Lovely Still | The Notebook | A Song for Martin | Shadowlands | A Beautiful Mind
https://www.allmovie.com/movie/spirited-away-v254034, Spirited Away, Fantasy Children's/Family, Fantasy Adventure Anime, Sep 20 2002, 124, Japan, PG, 10,  Mild Violence Scary Moments Watch With Your Kids, Hayao Miyazaki, Buena Vista Home Entertainment Dentsu Nippon TV Network Co. Studio Ghibli Tohokushinsha Film Co. Tokuma Shoten, Buena Vista Toho Walt Disney Productions, Head Trips | Other Dimensions | Young and Old Alike, Journey of Self-Discovery | Mythical Creatures | Fantasy Lands | Heroic Mission | Magically Transported, afterlife afterworld girl lost-child supernatural-forces, High Artistic Quality High Budget High Production Values, Master animation director Hayao Miyazaki follows up on his record-breaking 1997 opus Princess Mononoke with this surreal Alice in Wonderland-like tale about a lost little girl. The film opens with ten-year-old Chihiro riding along during a family outing as her father races through remote country roads. When they come upon a blocked tunnel her parents decide to have a look around -- even though Chihiro finds the place very creepy. When they pass through the tunnel they discover an abandoned amusement park. As Chihiro's bad vibes continue her parents discover an empty eatery that smells of fresh food. After her mother and father help themselves to some tasty purloined morsels they turn into giant pigs. Chihiro understandably freaks out and flees. She learns that this very weird place where all sorts of bizarre gods and monsters reside is a holiday resort for the supernatural after their exhausting tour of duty in the human world. Soon after befriending a boy named Haku Chihiro learns the rules of the land: one she must work  as laziness of any kind is not tolerated; and two she must take on the new moniker of Sen. If she forgets her real name Haku tells her then she will never be permitted to leave., Daveigh Chase | Rumi Hiiragi | Jason Marsden | Miyu Irino | Mari Natsuki | Suzanne Pleshette | Susan Egan | David Ogden Stiers | Lauren Holly | Tatsuya Gasyuin | Michael Chiklis | Ryunosuke Kamiki | Takashi Naito | John Ratzenberger | Tara Strong | Bunta Sugawara, Princess Mononoke | Howl's Moving Castle | Ponyo | The Wizard of Oz | The Neverending Story | The Cat Returns
https://www.allmovie.com/movie/harry-potter-and-the-sorcerers-stone-v255538, Harry Potter and the Sorcerer's Stone, Fantasy Children's/Family, Children's Fantasy Fantasy Adventure, Nov 16 2001, 152, UK USA, PG, 8,  Excellent For Children Mild Violence Scary Moments, Chris Columbus, 1492 Pictures Heyday Films, Warner Brothers, Fantastic Reality | Other Dimensions, Wizards and Magicians | Boarding School Life | Heroic Mission | Witches, magic wizard boarding-school orphan owl centaur destiny fantasy-world hero mysticism power sorcerer spell [magic] supernatural-powers witchcraft chess dragon mystery [whodunit] child-abuse, High Production Values, The best-selling novel by J.K. Rowling (titled Harry Potter and the Philosopher's Stone in England as was this film adaptation) becomes this hotly anticipated fantasy adventure from Chris Columbus the winner of a high-stakes search for a director to bring the first in a hoped-for franchise of Potter films to the screen by Warner Bros. Upon his 11th birthday Harry Potter (Daniel Radcliffe) who lives in misery with an aunt and uncle that don't want him learns from a giant named Hagrid (Robbie Coltrane) that he is the orphaned son of powerful wizards. Harry is offered a place at prestigious Hogwarts a boarding school for wizards that exists in a realm of magic and fantasy outside the dreary existence of normal humans or "Muggles." At Hogwarts Harry quickly makes new friends and begins piecing together the mystery of his parents' deaths which appear not to have been accidental after all. The film features alternate-version scenes for every mention of the titular rock. Richard Harris Alan Rickman Maggie Smith John Cleese and Fiona Shaw co-star., Daniel Radcliffe | Emma Watson | Rupert Grint | Maggie Smith | Robbie Coltrane | Alan Rickman | Richard Harris | Richard Griffiths | Ian Hart | John Hurt | Warwick Davis | Fiona Shaw | John Cleese | Julie Walters | Sean Biggerstaff | Tom Felton | Harry Melling | Matthew Lewis | Bonnie Wright, The Neverending Story | Eragon | Young Sherlock Holmes | Sky High | The Witches | Labyrinth
https://www.allmovie.com/movie/ai-artificial-intelligence-v246161, A.I.: Artificial Intelligence, Drama Science Fiction, Psychological Drama Psychological Sci-Fi Tech Noir, Jun 29 2001, 145, USA, PG13, 7,  Adult Situations Not For Children Sci-Fi Violence Sexual Situations Violence, Steven Spielberg, Amblin Entertainment DreamWorks Warner Brothers, Warner Brothers, In a Minor Key | Other Dimensions, Robots and Androids | Future Dystopias | Mothers and Sons, android artificial-intelligence mother robot future search mechanical-man doctor identity, High Production Values, Based on the 1969 short story Super-Toys Last All Summer Long by Brian Aldiss this science fiction fantasy bears similarities to Pinocchio (1940) and originated as a long-gestating project of director Stanley Kubrick that passed to his friend Steven Spielberg after Kubrick's death. Haley Joel Osment stars as David a "mecha" or robot of the future when the polar ice caps have melted and submerged many coastal cities causing worldwide starvation and human dependence upon robotic assistance. The first mecha designed to experience love David is the "son" of Henry (Sam Robards) an employee of the company that built the boy and the grief-stricken Monica (Frances O'Connor). David is meant to replace the couple's hopelessly comatose son but when their natural child recovers David is abandoned and sets out to become "a real boy" worthy of his mother's affection. Along the way David is mentored by a pleasure-providing mecha named Gigolo Joe (Jude Law) and a talking "super toy" bear named Teddy. His adventures take him to the Roman Circus-style "Flesh Fair" where mechas are destroyed for the amusement of humans; Rouge City where Gigolo Joe narrowly avoids capture by police; and finally a submerged New York City where David's creator Professor Hobby (William Hurt) reveals the secrets of the boy's creation. Brendan Gleeson and narrator Ben Kingsley co-star in A.I. which was adapted from Kubrick's treatment by Spielberg in his first crack at screenwriting since Close Encounters of the Third Kind (1977)., Haley Joel Osment | Jude Law | Frances O'Connor | Brendan Gleeson | William Hurt | Sam Robards | Jake Thomas | Ken Leung | Michael Mantell | Michael Berresse | Kathryn Morris | Adrian Grenier | April Grace | Enrico Colantoni | Ashley Scott | Clara Bellar | Jack Angel | Robin Williams | Ben Kingsley | Meryl Streep | Chris Rock | Keith Campbell | Vito Carenzo | Clark Gregg | Jim Jansen | Lily Knight | Matt Malloy | John Prosky | R. David Smith | Michael Shamus Wiles | Diane Fletcher | Miguel Perez | Matt Winston | Sabrina Grdevich | Jeremy James Kissner | Rena Owen | Kevin Sussman | Adam Alexi-Malle | Bobby Harwell | Brent Sexton | Daveigh Chase | Tim Rigby | Erik Bauersfeld | Tom Gallop | Theo Greenly | Justina Machado | Laurence Mason | Eugene Osment | Brian Turk | Wayne Wilderson, The Fountain | Red Planet | The 6th Day | Blade Runner | Gattaca | Minority Report
https://www.allmovie.com/movie/the-piano-teacher-v246252, The Piano Teacher, Drama, Psychological Drama Erotic Drama, Mar 29 2002, 130, Austria France, R, 8,  Adult Language Not For Children Strong Sexual Content Violence, Michael Haneke, ARTE France Cinema Artificial Eye Films Alain Sarde MK2 Productions Veit Heiduschka Wega Film, Kino International, Abandon All Hope, Self-Destructive Romance | Age Disparity Romance | Teachers and Students | Mothers and Daughters, music-teacher music-student sexual-frustration masochism mother music-school perversion self-mutilation, High Artistic Quality, How far is a man willing to go to be with the woman he wants? Erika (Isabelle Huppert) is a veteran piano instructor at a famous music conservatory in Vienna. Erika is highly respected for her remarkable talent and strong discipline but she's also known to be a harsh taskmistress and does not suffer fools gladly; among her students Erika's class is considered a highly rewarding challenge but difficult to weather. Erika seems to get her stern and unforgiving nature from her mother (Annie Girardot) with whom she still lives and without a husband or a lover Erika satisfies her strong but frequently perverse sexual appetites through extreme porn videos voyeurism and masturbatory practices that sometimes involve pain and self-mutilation. Erika discovers she has attracted the attentions of one of her students Walter (Benoit Maginel) a gifted and good-looking young man who does not seem at all put off by her icy personality. She refuses to acknowledge Walter's romantic overtures but when he rises to the defense of a fellow student after a recital Erika is enraged and Walter pursues her finally following her as she storms off to the women's room. Erika abruptly approaches Walter in a rough sexual fashion but refuses to fully satisfy him until he is willing to allow her to control the relationship. When Walter becomes aware of just how much pain and humiliation is involved in Erika's erotic bill of fare he refuses to participate but in time his attraction to her causes him to weaken and he begins to accede to her sexual demands. La Pianiste was shown in competition at the 2001 Cannes Film Festival where Isabelle Huppert and Benoit Maginel were named Best Actress and Best Actor and writer/director Michael Haneke received the Jury's Grand Prize., Isabelle Huppert | Annie Girardot | Susanne Lothar | Udo Samel, Die Unberührbare | Intimacy | Romance | Ma Mère | The Isle | The School of Flesh
https://www.allmovie.com/movie/hedwig-and-the-angry-inch-v237124, Hedwig and the Angry Inch, Comedy Drama Musical, Rock Musical, Jul 20 2001, 95, USA, R, 8,  Adult Humor Not For Children Nudity Profanity Sexual Situations, John Cameron Mitchell, Killer Films New Line Cinema, Fine Line Features, Comedy on the Edge | Off the Beaten Path, Gender-Bending | Musician's Life | All Washed Up | Down on Their Luck | Unrequited Love, band [music group] German [nationality] rock-music rock-star sex-change soldier transsexual, Cult Film High Artistic Quality, Adapted from the hit off-Broadway musical of the same name Hedwig and the Angry Inch is the tale of an "internationally ignored" rock & roll singer who hails from Communist Berlin and who dreams of becoming an American sensation. Hedwig (John Cameron Mitchell) born a boy named Hansel is raised by a single mother (Alberta Watson) who wishes to see her son do better than his poverty-stricken family. Some years later Hansel is attracted to a good-looking American G.I. who promises a better life overseas for young Hansel under one condition: that he undergo a sex-change operation to become a fully functional female whom he can then marry. The operation is seriously botched leaving the now-renamed Hedwig with an "angry inch" only to be stranded in a dingy Kansas trailer park on the day the Berlin Wall comes tumbling down. Hedwig then supports herself through a series of ill-fated lounge gigs and side jobs meeting up with 16-year-old Tommy Gnosis (Michael Pitt) a religious type who befriends her and later steals her songs and becomes the rock star Hedwig always dreamed of being. Undeterred Hedwig continues to perform in the shadow of Tommy's sold-out stadium tour attempting to make herself whole in spirit if not physically. The film features several songs by composer Stephen Trask who also appears as a member of Hedwig's disinterested rock band; Miriam Shor portrays Hedwig's newfound love and backup singer., John Cameron Mitchell | Miriam Shor | Stephen Trask | Theodore Liscinski | Andrea Martin | Michael Pitt | Rob Campbell | Michael Aronov | Alberta Watson | Maurice Dean Wint | Michael Stevens, Tommy | Velvet Goldmine | Without You I'm Nothing | Pink Floyd: The Wall | The Rocky Horror Picture Show | Rock of Ages
https://www.allmovie.com/movie/promises-v242044, Promises, Culture & Society, Race & Ethnicity Biography Children's Issues Social Issues Military & War Politics & Government, Mar 15 2002, 116, USA, , 9,  Watch With Your Kids, Carlos Bolado / B.Z. Goldberg / Justine Shapiro, Promises Film Project, Cowboy Pictures, Food for Thought | Only Human, Race Relations | Cultural Diversity [k] | Life Under Occupation, Arab child conflict discussion hatred hope Israeli [nationality] loss-of-innocence occupation [military] Palestinian [nationality] peace political-unrest pre-teen religion resentment violence, , B.Z. Goldberg an American filmmaker who was raised in Jerusalem and is fluent in both Hebrew and Arabic returned to the Middle East to help make this documentary which chronicles his encounters with seven children between the ages of 11 and 13 some Israeli and some Palestinian who discuss their political views their thoughts about the ongoing violence in their homelands and the possibility of a lasting peace and the impact the aggression has had upon them. Encompassing extremists and moderates on both sides of the fence the seven youngsters are interviewed individually and then brought together where their common interests become clear -- as well as the fact that it's quite possible they'll never live together in peace. Co-directed by Goldberg with Justine Shapiro and Carlos Bolado Promises won the Audience Award at the 2001 Rotterdam Film Festival., , Disturbing the Peace | Peace Kids: The China Trip | September 11 | Voices of Iraq | Shake Hands with the Devil: The Journey of Roméo Dallaire
https://www.allmovie.com/movie/waking-life-v237170, Waking Life, Avant-garde / Experimental, Ensemble Film, Oct 19 2001, 99, USA, R, 8,  Adult Language Mild Violence Not For Children, Richard Linklater, 20th Century Fox Detour Films Independent Film Channel Line Research, Thousand Words, Eyepoppers | Strictly Speaking, Fantasy Life | Bohemian Life | Wanderlust | Brief Encounters | Twentysomething Life, philosophy vagabond dreams encounter evolution life-choices media professor, , Richard Linklater returned to the semi-improvised approach and philosophical themes of his debut feature Slacker while embracing a new and groundbreaking visual technology in his sixth feature film Waking Life. Linklater and cameraman Tommy Pallotta shot the film on location in Austin TX using digital video equipment. Linklater and digital animator Bob Sabiston then used newly developed computer software to transform the images through a process called "interpolated rotoscoping"; the result merges the naturalism of live action with a stylized look that resembles a cartoon or a painting in motion. Waking Life's flexible non-narrative approach follows a young man (Wiley Wiggins) who arrives in Austin and hitches a ride with a stranger who engages him in a conversation about rarely considered facets of existentialism. As the visitor drifts through the city he encounters a variety of people and finds himself absorbing their views on art philosophy society and numerous other issues of contemporary life. Linklater's cast is dotted with well-known actors (Ethan Hawke Julie Delpy Adam Goldberg Nicky Katt) and pop-culture notables (filmmaker Steven Soderbergh Martin Scorsese associate Steven Prince comic Louis Black) alongside a large number of relatively little-known players. Waking Life received its world premiere at the 2001 Sundance Film Festival; Linklater's next film Tape was also screened at the same festival., Wiley Wiggins | Lorelei Linklater | Bill Wise | Kim Krizan | Ethan Hawke | Julie Delpy | Charles Gunning | Alex Jones | Louis Mackey | Steven Prince | Caveh Zahedi | Adam Goldberg | Nicky Katt | E. Jason Liebrecht | David Martinez | Derry Power | Timothy (Speed) Levitch | Steven Soderbergh | Louis Black | Richard Linklater, A Scanner Darkly | Slacker | The Matrix | Before Sunset | Before Sunrise | Synecdoche New York
