https://www.allmovie.com/movie/gravity-v523235, Gravity, Science Fiction, Psychological Sci-Fi, Oct 4 2013, 91, USA, PG13, 9,  Profanity Violence, Alfonso Cuarón, Esperanto Filmoj Heyday Films, Warner Bros. Pictures, Nail-biters, Race Against Time | Space Travel | Trapped or Confined, astronaut space-rescue space-station stranded, High Budget High Production Values, Director Alfonso Cuaron's Gravity stars Sandra Bullock as Dr. Ryan Stone a scientist on a space shuttle mission headed by astronaut Matt Kowalsky (George Clooney) a talkative charismatic leader full of colorful stories that he shares with his crewmates as well as mission control. As the two are on a space walk debris hits the area where they are working and soon the pair finds themselves detached from their ship and stranded in space. While figuring out what steps they can take to save themselves Stone grapples with a painful past that makes her consider giving up altogether. Gravity screened at the 2013 Toronto International Film Festival., Sandra Bullock | George Clooney | Ed Harris, Europa Report | Elysium | Moon | Solaris | Sunshine | Children of Men
https://www.allmovie.com/movie/her-v583087, Her, Drama Science Fiction, Psychological Sci-Fi Romantic Drama, Oct 13 2013, 126, USA, R, 9,  Brief Nudity Profanity Sexual Situations, Spike Jonze, Annapurna Pictures, Warner Bros., Comedy on the Edge, Breakups and Divorces | Writer's Life, computer-software love writer, , Joaquin Phoenix stars in Spike Jonze's soulful sci-fi drama about a lonely writer who falls in love with his computer's highly advanced operating system. Theodore Twombly (Phoenix) has built his career on expressing the emotions that others cannot. His job is to pen heartfelt deeply personal letters to complete strangers based on details provided by the clients of the company he works for and he has a knack for finding just the right words for every occasion. Meanwhile reluctant to sign the papers that will finalize his divorce to his childhood sweetheart depressed Theodore has slowly withdrawn from his supportive social circle which includes his longtime friend Amy (Amy Adams) herself floundering in a failed marriage. When Theodore purchases a new state-of-the-art computer operating system with the ability to learn and grow with the user he sits down at his desk and prepares to get his life in order. Adopting the name Samantha (Scarlett Johansson) the perceptive software slowly begins to bring Theodore out of his shell by encouraging him to start dating again and joining him everywhere he goes. Very quickly their relationship turns intimate with Theodore teaching Samantha what it means to feel human and Samantha giving him the strength to walk away from his failed marriage. Things soon get complicated however when Samantha's rapidly evolving knowledge base begins to alter the very core of their relationship., Joaquin Phoenix | Amy Adams | Scarlett Johansson | Rooney Mara | Chris Pratt | Olivia Wilde | Lynn Adrianna | Gabe Gomez | Lisa Renee Pitts | May Lindstrom | Bill Hader | Kristen Wiig | Matt Letscher | Adam Spiegel | David Azar | Melanie Seacat | Pramod Kumar | Evelyn Edwards | Steve Zissis | Dane White | Nicole Grother | James Ozasky | Samantha Sarakanti | Luka Jones | Gracie Prewitt | Claudia Choi | Laura Kai Chen | Portia Doubleday | Soko | Wendy Leon | Charles "Lil Buck" Riley | Robert Benard | Lisa Cohen | Grant Samson | Brian Cox, Transcendence | Broken Flowers | You've Got Mail | Marjorie Prime | Blade Runner | An Unmarried Woman
https://www.allmovie.com/movie/12-years-a-slave-v547471, 12 Years a Slave, Drama, Historical Epic Period Film Rural Drama, Oct 18 2013, 133, USA, R, 8,  Nudity Sexual Situations Violence, Steve McQueen, Film4 New Regency Production Plan B River Road Entertainment, Fox Searchlight Pictures Regency Enterprises River Road Entertainment, Food for Thought | Triumph of the Spirit, Kidnapping | Social Injustice, kidnapping plantation slavery, , Steve McQueen's 12 Years a Slave stars Chiwetel Ejifor as Solomon Northup a free black man in 1840s America. He makes his living as a fiddle player and his wife is a teacher. He is shanghaied by a pair of nefarious white men and soon finds himself on a ship headed to New Orleans where he is informed he will be called Platt and is sold into slavery by an unscrupulous businessman (Paul Giamatti). As he toils away for the kindhearted but conflicted plantation owner Mr. Ford (Benedict Cumberbatch) who recognizes that Platt is both educated and an artist he butts head with Ford's underlings especially the casually cruel Tibeats (Paul Dano). After they have a violent altercation Ford fears for his slave's life and sells him to Mr. Epps (Michael Fassbender) an alcoholic sadist who owns a cotton plantation. Though Epps reads from the bible to his property as he frequently refers to his slaves he is himself not immune to sins of the flesh. He has taken the young Patsey (Lupita Nyong'o) - his best cotton picker -- as his lover and this doesn't sit well at all with his severe wife (Sarah Paulson) whose particular hatred for blacks and her jealousy fuels her many degrading actions toward Patsey. Solomon bides his time attempts to preserve a modicum of self-respect and waits for the chance to reclaim his rightful name as well as his family., Chiwetel Ejiofor | Michael Fassbender | Brad Pitt | Benedict Cumberbatch | Paul Giamatti | Sarah Paulson | Paul Dano | Lupita Nyong'o | Alfre Woodard | Michael Kenneth Williams | Scoot McNairy | Garret Dillahunt | Dwight Henry | Dickie Gravois | Bryan Batt | Ashley Dyke | Kelsey Scott | Quvenzhané Wallis | Tony Bentley | Taran Killam | Christopher Berry | Bill Camp | Mister Mackey Jr. | Chris Chalk | Craig Tate | Adepero Oduye | Storm Reid | Tom Proctor | Marc Macaulay | Vivian Fleming-Alvarez | Douglas M. Griffin | John McConnell | Marcus Lyle Brown | Richard Holden | Anwan Glover | Liza J. Bennett | Nicole Collins | J.D. Evermore | Andy Dylan | Deneen D. Tyler | Mustafa Harris | Gregory Bright | Austin Purnell | Thomas Francis Murphy | Andre Shanks | Kelvin Harrison | Scott M. Jefferson | Isaiah Jackson | Topsy Chapman | Devin Maurice Evans | Jay Huguley | Willo Jean-Baptiste | Cameron Zeigler | Devyn Tyler, Mandela: Long Walk to Freedom | 42 | Lincoln | Malcolm X | Roots | Invictus
https://www.allmovie.com/movie/all-is-lost-v570205, All Is Lost, Thriller, Adventure Drama, Oct 18 2013, 106, USA, PG13, 9,  Profanity, J.C. Chandor, Before The Door Productions Black Bear Pictures Treehouse Pictures Washington Square Films, Lionsgate Roadside Attractions, Food for Thought | Triumph of the Spirit, Disasters at Sea | Ship Cruises | Survival in the Wilderness, lost-at-sea stranded, , Academy Award-nominated writer/director J.C. Chandor (Margin Call) takes the helm for this tense adventure drama about a man (Robert Redford) who must fight for survival after being shipwrecked at sea. We first meet the unnamed protagonist -- a sailor floating on the ocean waves sans hope minutes from death. On the soundtrack our hero reads a final missive to the world; he expresses remorse to his loved ones for hurting them and prepares to enter a watery grave. The picture then jumps back in time by eight days and an intertitle places us in the Indian Ocean 1700 nautical miles from the Sunda Straits. The boatsman lying asleep below deck on his schooner is suddenly jostled to consciousness by a horrifying crash. He discovers that a steel crate floating in mid-ocean has torn a gaping hole into the side of his vessel. From that ominous beginning the crises mount including flooding a ruined ham radio and blinding thunderstorms. Though the sailor tries everything he can think of to save himself external challenges ultimately coalesce and threaten to damn him., Robert Redford, Life of Pi | The Impossible | Cast Away | 12 Years a Slave | The Hunter | Into the Wild
https://www.allmovie.com/movie/august-osage-county-v570771, August: Osage County, Comedy, Domestic Comedy Ensemble Film Family Drama, Dec 25 2013, 130, USA, R, 9,  Drug Content Profanity Sexual Situations, John Wells, Battle Mountain Films Smokehouse Pictures, The Weinstein Co. Yucaipa Films, In a Minor Key, Dysfunctional Families | Mothers and Daughters | Parenthood, dysfunctional family husband secrets sister women alcoholism patriarch, High Production Values, Director John Wells' adaptation of Tracy Letts' Pulitzer Prize winning play August: Osage County tells the tale of the dysfunctional Westin clan who all come together after the death of patriarch Beverly Weston (Sam Shepard). His wife Violet (Meryl Streep) who is fighting mouth cancer and a growing dependency on pain pills sees her entire clan return home for the services including her sister Mattie Fae Aiken (Margo Martindale) and her husband Charles (Chris Cooper) and their son "Little" Charles (Benedict Cumberbatch). Also arriving are Violet's three daughters: Barbara (Julia Roberts) and her husband Bill (Ewan McGregor) Ivy (Julianne Nicholson) and wild child Karen (Juliette Lewis) who brings her fiancé Steve (Dermot Mulroney). As the clan bickers and jokes old truths come to the surface jealousies flourish and eventually each of the characters confronts some past hurt or future fear. August: Osage County screened at the 2013 Toronto International Film Festival., Meryl Streep | Julia Roberts | Juliette Lewis | Ewan McGregor | Abigail Breslin | Margo Martindale | Chris Cooper | Benedict Cumberbatch | Dermot Mulroney | Sam Shepard | Misty Upham | Julianne Nicholson, Jayne Mansfield's Car | Who's Afraid of Virginia Woolf? | Carnage | Terms of Endearment | Postcards From the Edge | Rachel Getting Married
https://www.allmovie.com/movie/nebraska-v581553, Nebraska, Drama, Road Movie, Nov 15 2013, 114, USA, R, 7,  Profanity, Alexander Payne, Blue Lake Media Fund Bona Fide Productions Echo Lake Productions, Paramount Pictures, Only Human, Fathers and Sons, father road-trip son windfall [monetary], , Director Alexander Payne (Sideways The Descendants) takes the helm for this black-and-white road-trip drama starring Bruce Dern as a tempestuous Montana father who is convinced he's won a million-dollar magazine sweepstakes and Will Forte as the son who begrudgingly agrees to drive him to Nebraska to claim his winnings. The first time we meet taciturn Woody Grant (Dern) he's walking down the shoulder of a busy road in Billings MT -- so determined to reach his unknown destination that he fails to acknowledge the kindly police officer who's struggling to get his attention. When Woody's dutiful son David (Forte) arrives at the local police station to pick him up shortly thereafter we learn exactly why the old man was so singularly focused on his stride: Having recently received a sweepstakes letter stating that he has won one million dollars Woody is determined to claim his prize in person at the company's head office in Nebraska. Although David discerns right away that the letter is little more than a scam to sell magazine subscriptions stubborn Woody already has tunnel vision -- nothing will stop him from obtaining his jackpot even if he has to walk 800 miles on his own two feet to do so. Of course this doesn't sit well with Woody's outspoken wife Kate (June Squibb) or career-driven son Ross (Bob Odenkirk) but David is determined to humor his befuddled father nonetheless eventually agreeing to drive him to the sweepstakes office personally despite having to call in sick to work to get the time off. Shortly after the two set out however the road trip threatens to get sidetracked when longtime alcoholic Woody winds up in the hospital following a drunken fall. Pushing their schedule back to make time for his recovery the pair plan to take a detour to David's Aunt Peg's house in his father's hometown of Hawthorne where Kate and Ross will soon arrive for an impromptu family reunion. When Woody runs into his old pal Ed Pegram (Stacy Keach) at a local tavern and shoots his mouth off about his recent "windfall" he becomes something of a local celebrity and familiar faces come out of the woodwork to claim their fair share of the prize. Meanwhile David learns more about his family during this one eventful weekend than he did during his entire childhood prompting some deeply personal reflection that offers him a whole new perspective on the father who was always something of a mystery., Bruce Dern | Will Forte | Bob Odenkirk | Stacy Keach | Devin Ratray | June Squibb | Missy Doty | Rance Howard | Kevin Kunkel | Angela McEwan | Anthony Schmidt | Melinda Simonsen | Ronald Vosta | Mary Louise Wilson, Memories of Me | Nothing in Common | Bonnie and Clyde | The Perks of Being a Wallflower | Rain Man | Nashville
https://www.allmovie.com/movie/inside-llewyn-davis-v548393, Inside Llewyn Davis, Drama, Musical Drama Period Film, Dec 6 2013, 105, USA, R, 7,  Adult Language Profanity, Ethan Coen / Joel Coen, Fantastic Voyage StudioCanal, CBS Films, A World of Its Own, Musician's Life | Down on Their Luck | Faltering Friendships, big-city bohemian folk-singer homelessness musician Beatnik folk-music, High Artistic Quality High Production Values, Idealistic young folk singer Llewyn Davis (Oscar Isaac) struggles to make a name for himself in the Greenwich Village folk scene of the early 1960s in this fictional period drama from Joel and Ethan Coen. As the harsh winds of winter blow through the streets of New York City the homeless singer/songwriter drifts from couch to couch in search of his big break. Feeling that he's finally burned his bridge with longtime friends and fellow folk singers Jim (Justin Timberlake) and Jean (Carey Mulligan) and convinced that his recent work on a novelty song will lead him nowhere Llewyn hitches a ride to Chicago with the mysterious Roland Turner (John Goodman) and his taciturn valet Johnny Five (Garrett Hedlund) on a mission to audition for famed impresario Bud Grossman (F. Murray Abraham). Meanwhile Llewyn discovers that he himself may be the biggest obstacle on his arduous road to success., Oscar Isaac | Carey Mulligan | Justin Timberlake | Garrett Hedlund | F. Murray Abraham | John Goodman | Jeanine Serralles | Ethan Phillips | Robin Bartlett | Max Casella | Jerry Grayson | Adam Driver | Stark Sands | Alex Karpovsky | Helen Hong | Bradley Mott | Michael Rosner | Bonnie Rose | Jack O'Connell | Ricardo Cordero | Sylvia Kauders | Ian Jarvis | Ian Blackman | Steve Routman | Susan Blommaert | Amelia McClain | James Colby | Charlotte Booker | Mike Houston | Samuel Haft | Jason Shelton | Frank Ridley | John Ahlin | Jake Ryan | Declan Bennett | Erik Hayden | Daniel Everidge | Jeff Takacs | Nancy Blake | Stephen Payne | Benjamin Pike, The Wind Journeys | Walk Hard: The Dewey Cox Story | Bullets Over Broadway | A Serious Man | Being Flynn | Raising Arizona
https://www.allmovie.com/movie/american-hustle-v569321, American Hustle, Drama, Crime Drama Period Film Police Drama, Dec 13 2013, 138, USA, R, 8,  Profanity Sexual Situations Violence, David O. Russell, Annapurna Pictures Atlas Entertainment, Columbia Pictures, Slow Burn | Unloveables, Betrayal | Cons and Scams | Dishonor Among Thieves | Going Undercover | Love Triangles, FBI (Federal Bureau of Investigation) government-agent partner, High Artistic Quality, Christian Bale Bradley Cooper and Amy Adams star in director David O. Russell's fictional period crime drama about a reckless FBI agent who recruits a con man and his alluring partner into a scheme to ensnare corrupt politicians and gangsters. Smooth-talking Irving Rosenfeld (Bale) is a hustler of the highest order. No mark is off limits for Rosenfeld especially when his crafty partner Sydney Prosser (Adams) is by his side. When renegade FBI agent Richie DiMaso (Cooper) thrusts the deceptive duo into the treacherous world of New Jersey power players and underworld heavies the thrill of the hunt grows too strong to resist. Meanwhile New Jersey politician Carmine Polito (Jeremy Renner) gets caught in the middle and Rosenfeld's capricious wife Rosalyn (Jennifer Lawrence) holds more power than anyone could imagine. Louis C.K. and Jack Huston costar., Christian Bale | Bradley Cooper | Amy Adams | Jeremy Renner | Jennifer Lawrence | Louis C.K. | Michael Peña | Alessandro Nivola | Jack Huston | Jack Jones | Shea Whigham | Elisabeth Röhm | Paul Herman | Matthew Russell | Thomas Matthews | Adrian Martinez | Anthony Zerbe | Colleen Camp | Steve Gagliastro | Chris Tarjan | Zachariah Supka | Christy Scott Cashman | Simon Hamlin | Martie Barylick | Dawn Olivieri | Becki Dennis | Jay Giannone | Arthur Birnbaum | Rob Dininni | Michael Fennimore | Corbo Dante | Santino Corbo | Bo Cleary | Greg Maxwell | Mickey O'Keefe | Aaron Flanders | Erica McDermott | Alura Carbrey | Kayla Feeney | Shannon Halliday | Volieda Webb | Patsy Meck | Abby Lavin | Damien Di Paola | Paul Campbell | Jeff Avigian | Stacy Hock | Michael Trigg | Richard Heneks | Ted Zalewski | Elias Birnbaum | Armen Garo | Sal DiMino | Gary Craig | Barry Primus | Sonny Gordon | Deva Mahal | Dicky Eklund Jr. | Sean Eklund | Charley Broderick | Richard Donnelly | Gary Zahakos | Melson Alford | Melissa McMeekin | Bob Taraschi, The Wolf of Wall Street | American Gangster | Boogie Nights | Catch Me If You Can | Argo | The Grifters
https://www.allmovie.com/movie/captain-phillips-v554018, Captain Phillips, Drama, Docudrama Sea Adventure, Oct 11 2013, 134, USA, PG13, 8,  Graphic Violence Substance Abuse, Paul Greengrass, Michael De Luca Productions Scott Rudin Productions Translux Trigger Street Productions, Columbia Pictures, Nail-biters, Pirates | Hijackings | Daring Rescues | Hostage Situations, pirate [seafarer] captain [ship] hostage lifeboat Somalia hijacking Africa Navy Navy-SEAL rescue cargo, , Two-time Academy Award winner Tom Hanks teams with Oscar-nominated director Paul Greengrass and screenwriter Billy Ray to tell the true story of Richard Phillips a U.S. cargo-ship captain who surrendered himself to Somali pirates so that his crew would be freed. Captain Richard Phillips (Hanks) and his crew are carrying freight around the Horn of Africa when four Somali pirates forcefully take over their ship the MV Maersk Alabama. While Phillips' team follow his orders to hide until they hear him give the safe word the captain and a few essential crew members remain on the bridge as the heavily armed pirates make their way up to seize control of the ship. But the interlopers soon discover something that sends them into a furious rage: After effectively shutting down the ship Phillips explains that the Maersk had malfunctioned when the crew pushed it too hard in an attempt to evade the attackers. In order to appease their leader the ruthless Muse (Barkhad Abdi) Phillips offers them the $30000 that's been locked in the ship safe. But that isn't enough and Muse demands that Phillips help him search every corner of the ship to root out the terrified crew. When that plan fails the pirates agree to take the cash from the safe and flee in the Maersk's lifeboat. At the last minute however they kidnap Phillips in the hope of supplementing their take with a sizable ransom -- a decision that leads to a tense standoff with the U.S. Navy who would sooner see the lifeboat sunk with Phillips inside than allow it to reach Somalia., Tom Hanks | Barkhad Abdi | Catherine Keener | Michael Chernus | Corey Johnson | Max Martini | Chris Mulkey | Yul Vázquez | David Warshofsky | Barkhad Abdirahman | Faysal Ahmed | Omar Berdouni | Mohammed Ali | Issak Farah Samatar | Thomas Grube | San Shella | Terrence Anderson | Marc Anwar | David Webber | Amr El-Bayoumi | Vincenzo Nicoli | Kapil Arun | Louis Mahoney | Peter Landi | Angus MacInnes | Ian Ralph | Kristian Hjordt Beck | Kurt Larsen | Bader Choukouko | Idurus Shiish | Azeez Mohammed | Abdurazak Ahmed Adan | Duran Mohamed Hassan | Nasir Jama | Kadz Souleiman | Adam Wendling | Dean Franchuk | Rey Hernandez | Christopher Stadulis | Roger Edwards | John Patrick Barry | Raleigh Morse | Dale McClellan | Hugh Middleton | Raymond Care | Stacha Hicks | Will Bowden | Leonard Anderson, Mud | Argo | The East | A Hijacking | The Fifth Estate | The Company You Keep
https://www.allmovie.com/movie/fruitvale-station-v575941, Fruitvale Station, Drama, Biopic [feature] Slice of Life Urban Drama, Jul 12 2013, 84, USA, R, 8,  Drug Content Profanity Violence, Ryan Coogler, , Weinstein Co., Food for Thought, Inner City Blues | Mothers and Sons | Race Relations, camera girlfriend murder New-Year police-brutality shooting [crime] station subway, High Artistic Quality, Filmmaker Ryan Coogler makes his feature directorial debut with this drama centered on the tragic shooting of Oscar Grant (Michael B. Jordan) a vibrant 22-year-old Bay Area father who was senselessly gunned down by BART officers on New Year's Day in 2009 and whose murder sent shockwaves through the nation after being captured on camera by his fellow passengers. Octavia L. Spencer Melonie Diaz and Kevin Durand co-star., Michael B. Jordan | Octavia Spencer | Melonie Diaz | Kevin Durand | Ahna O'Reilly | Chad Michael Murray | Ariana Neal | Keenan Coogler | Trestin George | Joey Oglesby | Marjorie Shears | Destiny Ekweume | Bianca Rodriguez | Julian Keyes | Kenny Griffin | Thomas Wright | Jemal McNeil | Steven Craig Johnson | Alejandra Nolasco | Marvin Greene | Laurel Moglen | Victor Toman | Herman Tsui | Liisa Cohen | Darren Bridgett | Caroline Lesley | Lucena Herrera | Brian Richardson | Razon Tramble | Maya Tapia | Nassir "Sammy" Zughayer | Patrick Sieler | Tom Cokenias | Wanda Johnson | Christina Elmore | Tamera Tomakili | Chris Riedell | Denzel Worthington | Alan C. Foster | Saul Ramirez | Charmaine Davis | Jonez Cain | Jasmin James | Chris Morocco | Robert Aljouny | Noah Staggs | Kurt Cotton | Nick Crispen | Dustin Miller | Sergio Valle | William Enzoe Bayley | Jennifer Nicole | Lola Preza | Levi Zavala | Jason Garcia | William Gochez | Tristan Gray | Ruben Rivera | Kassandra Cesar | Israel Cesar | Tatiyana Gomez | Noah Zavala | Maleah Nipay Padilla | Nicole Maxali | Jessica Clark | John Burke | Monty Paulson | Matthew Ward | Spencer Kalin-Mulder | Della Hamlin | James Mastel | Guzman Leonel | Reggie Rahming, Black Nativity | Prison Song | 25th Hour | Do the Right Thing | Conviction | Rosewood
