https://www.allmovie.com/movie/before-sunset-v303145, Before Sunset, Romance Comedy Drama, Romantic Drama, Jul 2 2004, 80, USA, R, 10,  Profanity Sexual Situations, Richard Linklater, Castle Rock Entertainment Detour Film, Castle Rock Entertainment Warner Independent Pictures, In the Mood for Love | Strictly Speaking, Lovers Reunited | Brief Encounters | Thirtysomething Life | Writer's Life, conversation reunion love Parisian philosophy regret walking writer marital-problems, Sleeper, Richard Linklater directs the romantic drama Before Sunset a sequel to Before Sunrise (1995). Jesse (Ethan Hawke) and Celine (Julie Delpy) were strangers who spent a loquacious night together in Vienna. Nine years later Jesse has written a book about the encounter. During his accelerated European book tour he reunites with Celine in Paris. Before Jesse's flight home he joins Celine for a picturesque walk around Paris peppered with intimate conversation: at first about the minutiae of their day-to-day lives and their relationships and then about their lingering feelings for one another. Before Sunset was nominated for the Golden Bear at the Berlin International Film Festival., Ethan Hawke | Julie Delpy | Vernon Dobtcheff | Rodolphe Pauly | Diabolo | Albert Delpy | Marie Pillet, Before Sunrise | Just a Sigh | Before Midnight | One Day | To Rome With Love | Celeste and Jesse Forever
https://www.allmovie.com/movie/sideways-v296117, Sideways, Comedy Drama, Road Movie Buddy Film, Oct 22 2004, 126, USA, R, 9,  Adult Humor Adult Situations Drug Content Mild Violence Nudity Profanity Strong Sexual Content, Alexander Payne, Fox Searchlight, Fox Searchlight, Comedy on the Edge, Faltering Friendships | All Washed Up | Breakups and Divorces | Nothing Goes Right | Wedding Bells, drinking-buddy road-trip winery actor ex-wife wine writer deception alcoholism depression engagement, High Artistic Quality, Directed by Alexander Payne Sideways follows Miles (Paul Giamatti) who is distressed about his lack of success as a novelist and Jack (Thomas Haden Church) an equally unsuccessful actor with a rapidly approaching wedding. In a last-ditch effort to sow their wild oats Jack and Miles take off on a final road trip to California's wine country the week prior to Jack's wedding. Both men have goals for the vacation -- Miles wants to turn Jack on to the art of wine tasting while Jack is concerned with exploiting his last days as a bachelor -- but when the two men come across two fascinating women (Virginia Madsen and Sandra Oh) the duo is forced to examine their morality and if maturity isn't such a depressing prospect -- at least for one of them., Paul Giamatti | Thomas Haden Church | Virginia Madsen | Sandra Oh | Marylouise Burke | Jessica Hecht | Missy Doty | M.C. Gainey | Alysia Reiner | Duke Moosekian | Robert Covarrubias | Patrick Gallagher | Stephanie Faracy | Joe Marinelli | Lee Brooks | Peter Dennis | Phil Reeves | Natalie Carter, Flirting With Disaster | Win Win | Lost in America | The Descendants | The Daytrippers | The Other Side of Paradise
https://www.allmovie.com/movie/million-dollar-baby-v305809, Million Dollar Baby, Drama, Sports Drama Melodrama, Dec 15 2004, 132, USA, PG13, 9,  Adult Language Adult Situations Not For Children Violence, Clint Eastwood, Lakeshore Entertainment Malpaso Ruddy Morgan Production Warner Brothers Pictures, Warner Brothers, In a Minor Key, Unlikely Friendships | Boxers | Mentors | Redemption | Tomboys, boxing trainer woman, High Artistic Quality, Frankie Dunn (Clint Eastwood) is a veteran boxing trainer who has devoted his life to the ring and has precious little to show for it; his daughter never answers his letters and a fighter he's groomed into contender status has paid him back by signing with another manager leaving Frankie high and dry. His best friend and faithful employee Eddie Dupris is a former fighter who Frankie trained. In his last fight Eddie suffered a severe injury a fact that brings Frankie great guilt. One day Maggie Fitzgerald (Hilary Swank) enters Frankie's life as well as his gym and announces she needs a trainer. Frankie regards her as a dubious prospect and isn't afraid to tell her why: he doesn't think much of women boxing she's too old at 31 she lacks experience and has no technique. However Maggie sees boxing as the one part of her life that gives her meaning and won't give up easily. Finally won over by her determination Frankie takes on Maggie and as she slowly grows into a viable fighter an emotional bond develops between them. When a tragedy befalls one of the three characters each comes to a decision that shows how the relationships in the film have changed them. Adapted from a short story by F.X. Toole a former corner man with years of experience in the fight game Million Dollar Baby also stars Morgan Freeman Anthony Mackie and Mike Colter., Clint Eastwood | Hilary Swank | Morgan Freeman | Anthony Mackie | Jay Baruchel | Mike Colter | Lucia Rijker | Brian F. O'Byrne | Margo Martindale | Riki Lindhome | Michael Peña | Benito Martinez | Bruce MacVittie | Mark Chait | Tom McCleister | Erica Grant | Morgan Eastwood | Jamison Yang | V.J. Foster | Steven M. Porter | Ming Lo | Miguel Perez | Jim Cantafio | Ted Grossman | Ned Eisenberg | Marco Rodriguez | Mark Thomason | Brian Finney | Spice Williams | Rob Maron | Susan Krebs, La Yuma | Warrior | Fat City | Trouble With the Curve | All Things Fall Apart | Cinderella Man
https://www.allmovie.com/movie/eternal-sunshine-of-the-spotless-mind-v278676, Eternal Sunshine of the Spotless Mind, Comedy Drama Science Fiction, Romantic Comedy Romantic Fantasy, Mar 19 2004, 108, USA, R, 9,  Adult Humor Adult Situations Drug Content Profanity Sexual Situations, Michel Gondry, Anonymous Content Blue Ruin Focus Features This is That Productions, Focus Features, Fantastic Reality, Breakups and Divorces | Experiments Gone Awry | Love Triangles, amnesia brain-surgery break-up [romantic] ex-girlfriend heartbreak love-at-first-sight love-triangle memory, High Artistic Quality, The second feature from director Michel Gondry (Human Nature) finds the filmmaker reteaming with screenwriter Charlie Kaufman for this off-the-wall romantic comedy. Jim Carrey stars as Joel Barish a man who is informed that his ex-girlfriend Clementine (Kate Winslet) has had her memories of their relationship erased from her brain via an experimental procedure performed by Dr. Mierzwiak (Tom Wilkinson). Not to be outdone Joel decides to have the same procedure done to himself. As Mierzwiak's bumbling underlings Stan (Mark Ruffalo) and Patrick (Elijah Wood) perform the operation on Joel -- over the course of an evening in his apartment -- Joel struggles in his own mind to save the memories of Clementine from being deleted. Kirsten Dunst David Cross and Jane Adams also star., Jim Carrey | Kate Winslet | Tom Wilkinson | Mark Ruffalo | Kirsten Dunst | Elijah Wood | Jane Adams | David Cross | Deirdre O'Connell | Debbon Ayer | Thomas Jay Ryan | Gerry Robert Byrne | Brian Price | Amir Ali Said | Paul Litowsky | Josh Flitter | Lola Daehler | Ryan Whitney, The Science of Sleep | Adaptation | Being John Malkovich | Groundhog Day | Punch-Drunk Love | Annie Hall
https://www.allmovie.com/movie/kinsey-v290324, Kinsey, Drama, Biopic [feature] Period Film, Nov 12 2004, 118, USA, R, 8,  Adult Humor Adult Situations Not For Children Nudity Profanity Strong Sexual Content, Bill Condon, Ab'-Strakt Pictures American Zoetrope Myriad Pictures N1 European Film Produktions Pretty Pictures Qwerty Films Searchlight Pictures, 20th Century Fox Fox Searchlight, Food for Thought, Sexual Awakening | Obsessive Quests | Fighting the System | Love Triangles | Teachers and Students, research sexologist sex-survey sexuality social-science, , Alfred Kinsey was an entomologist who taught at Indiana University and had a keen interest in an area of human behavior that had seen little scholarly research -- human sexuality. While the courtship and reproductive patterns of animals had been carefully documented Kinsey believed that most "established facts" about human sexual behavior were a matter of conjecture rather than research and that what most people said about their sex lives was not born out by the evidence (a subject that had personal resonance for him given the troubles he and his wife Clara Kinsey had in the early days of their marriage). After introducing a course in "Marriage" at Indiana University which offered frank and factual information on sex to students Kinsey began an exhaustive series of interviews with a wide variety of people from all walks of life in order to find out the truth about sex practices in America. When he published Sexual Behavior and the Human Male in 1948 his findings were wildly controversial indicating that most men had a wider variety of sexual experiences than most people imagined including a number of practices commonly thought to be dangerous or perverted (including pre-marital sex same-sex contacts and masturbation). An even greater outcry greeted Kinsey's next volume Sexual Behavior and the Human Female which contradicted common notions than most women went into marriage sexually inexperienced. Kinsey is a film biography written and directed by Bill Condon which examines Kinsey's life and work from his strict childhood until his death in 1956. Liam Neeson plays Alfred Kinsey and Laura Linney co-stars as Kinsey's wife and colleague Clara. John Lithgow highlights the supporting cast as Kinsey's repressed and moralistic father while Chris O'Donnell Peter Sarsgaard and Timothy Hutton play members of Kinsey's research team and Tim Curry appears as an IU faculty member at odds with Kinsey's teachings., Liam Neeson | Laura Linney | Chris O'Donnell | Peter Sarsgaard | Timothy Hutton | John Lithgow | Tim Curry | Oliver Platt | Dylan Baker | Julianne Nicholson | William Sadler | John McMartin | Veronica Cartwright | Kathleen Chalfant | Heather Goldenhersh | Dagmara Dominczyk | Lynn Redgrave | Arden Myrin | Harley Cross | Susan Blommaert | Benjamin Walker | Matthew Fahey | Will Denton | John Krasinski | Romulus Linney | Katharine Houghton | David Harbour | Jarleth Conroy | Bill Buell | Alvin Keith | Amy Wilson | Roderick Hill | Don Sparks | Joe Zaloom | Kate Reinders | Mara Hobel | John Pruitt | John Epperson | Jefferson Mays | Mark Mineart | Martin Murphy | Kate Jennings Grant | Barry Del Sherman | Fred Burrell | Michael Arkin | Dan Ziskie | Tuck Milligan | John Ellison Conlee | Arthur French | Chandler Williams | Jaime Tirelli | Joe Badalucco | Reno | Sean Skelton | Clifford David, Hysteria | A Beautiful Mind | Awakenings | Capote | Angels & Insects | Infinity
https://www.allmovie.com/movie/hotel-rwanda-v304411, Hotel Rwanda, Drama, Docudrama Political Drama, Dec 22 2004, 121, Italy South Africa UK, PG13, 8,  Adult Language Adult Situations Violence, Terry George, Gauteng Film Office Inside Track Lions Gate Entertainment Miracle Pictures Seamus United Artists, Lions Gate Films MGM, Food for Thought, Refugees | Righting the Wronged | Unlikely Heroes, genocide Rwanda massacre civil-war hotel colonialism United-Nations reporter, High Artistic Quality, Hotel Rwanda tackles one of the most horrifically ugly events in recent history when the Hutu extremists of Rwanda initiated a terrifying campaign of genocide massacring hundreds of thousands of minority Tutsis (who had been given power by the departed Belgian colonists) while the rest of the world looked on and did nothing. Don Cheadle stars as Paul Rusesabagina the hotel manager at the fancy Les Milles Collines hotel in Kigali. Paul is a Hutu and a very successful businessman who smoothly greases the wheels making powerful connections in all strata of Rwandan life. His wife Tatiana (Sophie Okonedo of Aeon Flux) is a Tutsi. She urges Paul to use his influence to help local Tutsis who are being harassed and beaten with increasing frequency but Paul will only use the political capital he's built up to help his own family if and when they need it. Soon enough the violence escalates and the Hutus begin their genocide of the Tutsis. European guests and staff at the hotel are flown out of the country and Paul is left in charge. He finds that his conscience won't allow him to watch as the innocent are slaughtered and before long the hotel has become a well-appointed refugee camp. Paul is seen as a traitor by some putting his life in danger and the predicament of his "guests" grows more precarious every day but despite good intentions on the part of a journalist (Joaquin Phoenix) and a UN peacekeeping colonel (Nick Nolte) the rest of the world is not eager to intervene and stop the massacre. Hotel Rwanda was directed by Irish filmmaker Terry George (Some Mother's Son) who co-wrote the script with Keir Pearson., Don Cheadle | Sophie Okonedo | Joaquin Phoenix | Nick Nolte | Jean Reno | Leleti Khumalo | Desmond Dube | Mothusi Magano, Blood Diamond | Shake Hands With the Devil | Beyond Borders | The Interpreter | Paradise Now | Tsotsi
https://www.allmovie.com/movie/finding-neverland-v284568, Finding Neverland, Drama, Biopic [feature] Period Film, Sep 4 2004, 106, UK USA, PG, 8,  Adult Language Adult Situations Scary Moments Watch With Your Kids, Marc Forster, FilmColony Key Light Entertainment, Miramax, A Good Cry, Crumbling Marriages | Death of a Parent | Mothers and Sons | Unlikely Friendships | Writer's Life, playwright imagination marital-problems mother neighbor play [drama] son terminal-illness widow/widower, High Production Values, Following up his critically acclaimed Monster's Ball director Marc Forster took on this biography of playwright James Matthew Barrie the scribe who penned the children's classic Peter Pan. Johnny Depp stars as the turn-of-the-century writer as the film follows Barrie as he struggles to write and have his play produced while he cares for his down-on-their-luck neighbors who inspired the story in the first place. J.M. Barrie's Neverland also stars Dustin Hoffman Kate Winslet and Julie Christie., Johnny Depp | Kate Winslet | Julie Christie | Radha Mitchell | Dustin Hoffman | Freddie Highmore | Kelly MacDonald | Ian Hart | Eileen Essell | Paul Whitehouse | Joe Prospero | Nick Roud | Luke Spill | Toby Jones, Miss Potter | Young Goethe in Love | Hysteria | Anonymous | Hyde Park on Hudson | Dreamchild
https://www.allmovie.com/movie/house-of-flying-daggers-v296832, House of Flying Daggers, Action Drama, Period Film Martial Arts Romantic Drama, Dec 3 2004, 119, China Hong Kong, PG13, 8,  Sexual Situations Violence, Zhang Yimou, Beijing New Picture Edko Films Zhang Yimou Studio, Elite Group (2003) Enterprises Sony Pictures Classics, Eyepoppers | In the Mood for Love, Political Unrest | Star-Crossed Lovers | Crisis of Conscience, political-unrest dynasty lawman revolution dancer love rebel star-crossed-lovers swordsman corruption brothel, High Artistic Quality High Production Values, Chinese director Zhang Yimou fuses a martial arts action-drama with a tragic romance in this elegant period piece. In the year 859 A.D. as the Tang dynasty is beset by rebellion Leo (Andy Lau) and Jin (Takeshi Kaneshiro) are a pair of lawmen who have been given the task of ferreting out the leaders of a revolutionary faction known as the Flying Daggers. Working on a tip that members of the group are working out of a brothel called the Peony Pavilion Jin arrives there in disguise and is introduced to a beautiful blind dancer named Mei (Zhang Ziyi). After watching Mei's performance following several drinks Jin drunkenly attempts to have his way with her and Leo is forced to intervene. After gaining Mei's trust in a game of skill Leo arrests her and informs her that she'll be tortured if she doesn't tell all she knows about the Flying Daggers. Jin responds by helping Mei break out of prison but he has an ulterior motive -- by following her Leo and Jin are certain she'll lead them to the Flying Daggers. However as he helps the blind girl find her way back home Jin finds himself falling in love with Mei and isn't certain if he's willing to betray her again., Takeshi Kaneshiro | Zhang Ziyi | Song Dandan, Hero | Crouching Tiger Hidden Dragon | Fearless | My Kingdom | Dragon Blade | The Twilight Samurai
https://www.allmovie.com/movie/2046-v307674, 2046, Romance Science Fiction, Psychological Sci-Fi Romantic Drama, Aug 5 2005, 123, China France Hong Kong Italy, R, 8,  Adult Language Nudity Sci-Fi Violence Sexual Situations, Wong Kar-Wai, Block 2 Pictures Classic Jet T Orly Paradis Films Shanghai Film Corporation, 20th Century Fox Block 2 Pictures Jet Tone Films Searchlight Pictures Sony Pictures Classics, Head Trips, , writer hotel Christmas eroticism memory recollection story, High Production Values, Hong Kong-based filmmaker Wong Kar-Wai moves back and forth in time as he reexamines and amplifies the themes from his film In the Mood for Love in this offbeat romantic drama. Opening in the year 2046 in which a man named Tak (Takuya Kimura) attempts to persuades wjw 1967 (Faye Wong) to travel back in time with him the film soon shifts to the year 1966 in which Chow Mo-wan (Tony Leung Chiu-wai) a struggling author asks the woman he loves Su Lizhen (Gong Li) to sail with him from Singapore to Hong Kong on Christmas Eve. She declines and over the next three years we return to Chow Mo-wan on December 24 as he finds himself with another woman each year -- lighthearted Lulu (Carina Lau) in 1967 eccentric hotel heiress Wang Jingwen (Faye Wong) in 1968 and Bai Ling (Zhang Ziyi) a high-class prostitute in 1969. In time Chow Mo-wan and Wang Jingwen become reacquainted and a love affair blooms but the fates are not on their side. 2046 had its world premiere at the 2004 Cannes Film Festival. A re-edited version featuring an additional 4 minutes of footage but minus sequences by martial arts coordinator Tung Wai) premiered in late 2004., Gong Li | Takuya Kimura | Zhang Ziyi | Carina Lau | Wang Sum | Chang Chen, In The Mood For Love | Girlfriend Boyfriend | A.I.: Artificial Intelligence | Solaris | Equals | Casablanca
https://www.allmovie.com/movie/the-aviator-v287834, The Aviator, Drama, Biopic [feature] Period Film, Dec 17 2004, 166, USA, PG13, 8,  Adult Language Adult Situations Brief Nudity Sexual Situations Violence, Martin Scorsese, Appian Way Productions Cappa Productions Forward Pass Initial Entertainment Group Miramax, Miramax Warner Brothers, Memory Lane, Mental Illness | Rise and Fall Stories | Scandals and Cover-Ups | Tortured Genius, billionaire film-producer film-studio aviation Hollywood mental-illness pilot, High Artistic Quality, Martin Scorsese directed this fast-moving epic-scale biopic documenting the life and loves one of the most colorful Americans of the 20th century Howard Hughes. The Aviator follows Hughes (played by Leonardo DiCaprio) as the twentysomething millionaire having already made a fortune improving the design of oil-drilling bits comes to Hollywood with an interest in getting into the picture business. It doesn't take long for Hughes with his passion for airplanes to jump from producer to director of his first major film project a World War I air epic called Hell's Angels which took three years to complete thanks to the shift from silent to sound filming and Hughes' relentless perfectionism. However the film was a massive hit and the eccentric inventor became a mogul in Hollywood making Jean Harlow (Gwen Stefani) a star and enjoying a romance with Katharine Hepburn (Cate Blanchett). But Hollywood's old-boy network never fully accepted Hughes and in time his passion for flying began to reclaim his attentions as he began designing new planes setting air speed records flying around the world and risking his life testing aircraft. Hughes also found time to romance Ava Gardner (Kate Beckinsale) and founded his own airline Trans-World Airlines though as his ideas became bolder his approach became more eccentric and he gained many powerful enemies including the head of Pan-American Airlines Juan Trippe (Alec Baldwin) and Senator Ralph Owen Brewster (Alan Alda) who attempted to prove that Hughes' radical design ideas were actually part of an effort to bilk taxpayers for millions of dollars through government contracts. The Aviator's star-studded cast also includes John C. Reilly Jude Law Willem Dafoe Ian Holm and Frances Conroy., Leonardo DiCaprio | Cate Blanchett | Kate Beckinsale | John C. Reilly | Alec Baldwin | Alan Alda | Ian Holm | Danny Huston | Gwen Stefani | Jude Law | Adam Scott | Matt Ross | Kelli Garner | Frances Conroy | Brent Spiner | Stanley de Santis | Edward Herrmann | Willem Dafoe | J.C. MacKenzie | Vincent Laresca | Justin Shilton | Chris Ufland | Josie Maran | Nellie Sciutto | Rufus Wainwright | Sam Hennings, Tucker: The Man and His Dream | The Last Tycoon | The World's Fastest Indian | Landspeed | Seabiscuit | The Betsy
https://www.allmovie.com/movie/vera-drake-v306438, Vera Drake, Drama, Period Film Social Problem Film, Oct 10 2004, 125, UK, R, 8,  Adult Language Adult Situations, Mike Leigh, Alain Sarde Fine Line Features Inside Track Les Films Alain Sarde StudioCanal Thin Man Films U.K. Film Council, Momentum Pictures New Line Cinema, Only Human, Double Life | Fighting the System | Miscarriage of Justice | Unlikely Criminals, abortion blue-collar family illegality nurse secret-life small-town, High Artistic Quality High Production Values, Written and directed by Academy Award-nominee Mike Leigh and set in England during the 1950s this movie revolves around Vera Drake (Imelda Staunton) whose unrelenting dedication to her family is well known throughout her blue-collar town. However there are more people than her rapidly aging mother and ill neighbor who depend on Vera's care. Though abortion was illegal and of course widely frowned upon in the '50s Vera sees women going through unwanted pregnancies the same as she would anyone else -- human beings deserving of treatment. With this in mind she regularly induces miscarriages for those who need them and her patients are consistently grateful for her gentleness and understanding. Unfortunately for Vera the law doesn't see her as aiding those in need; they interpret the abortions as murder as do most of the other people in her life. When Vera's activities are revealed her family life and relationships with those around her -- including the ones she helped nurse back to health -- are put in jeopardy. Vera Drake also features performances from Jim Broadbent Heather Craney and Philip Davis., Imelda Staunton | Philip Davis | Peter Wight | Adrian Scarborough | Heather Craney | Daniel Mays | Alex Kelly | Sally Hawkins | Eddie Marsan | Ruth Sheen | Helen Coker | Martin Savage | Sinead Matthews | Alan Corduner | Lesley Sharp | Jim Broadbent | Fenella Woolgar | Lesley Manville | Sandra Voe | Liz White | Elizabeth Berrington | Emma Amos | Anna Keaveney | Simon Chandler | Sam Troughton | Marion Bailey | Chris O'Dowd | Sid Mitchell | Leo Bill | Gerard Monaco | Tilly Vosburgh | Alan Williams | Billie Cook | Wendy Nottingham | Nicky Henson | Angie Wallis | Judith Scott | Vinette Robinson | Rosie Cavaliero | Anthony O'Donnell | Tracy O'Flaherty | Tom Ellis | Robert Putt | Craig Conway | Jake Wood | Vincent Franklin | Paul Jesson | Philip Childs | Jeffry Wickham | Nicholas Jones | Angela Curran | Jane Wood | Eileen Davies, The Cider House Rules | Gelegenheitsarbeit Einer Sklavin | Secrets and Lies | The Bet Collector | Distant Voices Still Lives | L'Enfant
