https://www.allmovie.com/movie/crouching-tiger-hidden-dragon-v201837, Crouching Tiger Hidden Dragon, Adventure Action Romance, Martial Arts Romantic Adventure Period Film, Dec 8 2000, 120, China Hong Kong Taiwan USA, PG13, 10,  Questionable for Children Suitable for Teens Violence, Ang Lee, Asia Columbia Pictures Good Machine Sony Pictures Classics United China Vision, The Weinstein Company, In the Mood for Love, Star-Crossed Lovers | Heroic Mission | Opposites Attract, coming-of-age forbidden-love Kung-Fu legend [fable] love master [expert] revenge star-crossed-lovers sword swordfight unrequited, High Artistic Quality High Historical Importance High Production Values, Taiwanese filmmaker Ang Lee took a break from making Western period dramas to fashion this wild and woolly martial arts spectacular featuring special effects and action sequences courtesy of the choreographer of The Matrix (1999) Yuen Woo Ping. In the early 19th century martial arts master Li Mu Bai (Chow Yun-Fat) is about to retire and enter a life of meditation though he quietly longs to avenge the death of his master who was killed by Jade Fox (Cheng Pei-pei). He gives his sword a fabled 400-year-old weapon known as Green Destiny to his friend fellow martial arts wizard and secret love Yu Shu Lien (Michelle Yeoh) so that she may deliver it to Sir Te (Sihung Lung). Upon arrival in Peking Yu happens upon Jen (Zhang Ziyi) a vivacious willful politician's daughter. That night a mysterious masked thief swipes Green Destiny with Yu in hot pursuit -- resulting in the first of several martial arts action set pieces during the film. Li arrives in Beijing and eventually discovers that Jen is not only the masked thief but is also in cahoots with the evil Jade. In spite of this Li sees great talent in Jen as a fighter and offers to school her in the finer points of martial arts and selflessness an offer that Jen promptly rebukes. This film was first screened to much acclaim at the 2000 Cannes Toronto and New York film festivals and became a favorite when Academy Awards nominations were announced in 2001: Tiger snagged ten nods and later secured four wins for Best Cinematography Score Art Direction and Foreign Language Film., Chow Yun-Fat | Michelle Yeoh | Zhang Ziyi | Chang Chen | Sihung Lung | Cheng Pei-Pei, Hero | House of Flying Daggers | Curse of the Golden Flower | The Promise | A Touch of Zen | Sherlock Holmes: A Game of Shadows
https://www.allmovie.com/movie/erin-brockovich-v184310, Erin Brockovich, Comedy Drama, Docudrama Feminist Film Courtroom Drama, Mar 17 2000, 131, USA, R, 8,  Adult Humor Adult Situations Profanity, Steven Soderbergh, Columbia Pictures Jersey Films, Universal, Food for Thought, Righting the Wronged | Underdogs | Down on Their Luck | Class Differences, disease dishonesty family lawsuit lawyer one-against-odds, High Artistic Quality, Julia Roberts stars in this legal drama based on the true story of a woman who helped win the largest settlement ever paid in a direct-action lawsuit. Erin Brockovich (Roberts) is a single mother of three who after losing a personal injury lawsuit asks her lawyer Ed Masry (Albert Finney) if he can help her find a job. Ed gives her work as a file clerk in his office and she runs across some information on a little-known case filed against Pacific Gas and Electric. Erin begins digging into the particulars of the case convinced that the facts simply don't add up and persuades Ed to allow her to do further research; in time she discovers a systematic cover-up of the industrial poisoning of a city's water supply which threatens the health of the entire community. Erin Brockovich was directed by Steven Soderbergh; Julia Roberts earned a $20 million payday for her work on the film the highest salary paid to a female film star up to that time., Julia Roberts | Albert Finney | Aaron Eckhart | Marg Helgenberger | Cherry Jones | Veanne Cox | Conchata Ferrell | Tracey Walter | Peter Coyote | Scotty Leavenworth | Gemmenne De la Pena | Jamie Harrold, Norma Rae | Pretty Woman | Silkwood | A Civil Action | Class Action | North Country
https://www.allmovie.com/movie/in-the-mood-for-love-v201762, In The Mood For Love, Romance, Romantic Drama Melodrama Period Film, Feb 2 2001, 97, Hong Kong, PG, 8,  Adult Language Adult Situations, Wong Kar-Wai, Block 2 Pictures Jet Tone Films Paradis Films, USA Films, In the Mood for Love, Unrequited Love | Brief Encounters | Infidelity, extramarital-affair marital-problems love-vs-duty, High Artistic Quality High Production Values, For his first film since the 1997 Hong Kong handover auteur filmmaker Wong Kar-wai directs this moody period drama about unrequited love that like his earlier work swoons with romantic melancholy. Set in a Shanghaiese enclave in Hong Kong in 1962 the film centers on two young couples who rent adjacent rooms in a cramped and crowded tenement. Li-zhen (Maggie Cheung) works as a secretary in an export company while her husband's job at a Japanese multinational keeps him away on extended business trips. Across the hall Chow (Tony Leung Chiu-wai) works as a newspaper editor and is married to a woman who is also frequently out of town. Neither respective spouse is ever shown in full instead they are shot from the back or obscured by walls and furniture. Li-zhen and Chow soon strike up a cordial -- if tenative -- friendship. Chow begins to suspect that his wife's long absences are not entirely business related when he stops in unannounced at her office to discover that she is not there. Later a colleague tells him that he saw his wife with another man. The icing on the cake comes when Chow notices that Li-zhen's handbag is identical to his wife's while Li-zhen discovers that Chow is wearing a tie that she gave her husband; it doesn't take long for them to realize that their spouses are sleeping together. Drawn together by shame and anger Chow and Li-zhen reveal nothing of their discoveries to their partners. While working through their guilt by imagining how their adulterous spouses first hooked up and rehearsing interrogations the pair slowly fall in love in spite of their determination to uphold their end of their marital vows. In the Mood for Love which was screened in competition at the 2000 Cannes Film Festival barely made it to the fest's final slot; Wong Kar-wai was reportedly shooting scenes in Cambodia a week prior to the festival., Maggie Cheung | Rebecca Pan | Siu Ping-Lam, L'eclisse | 2046 | Far From Heaven | Zhou Yu's Train | Girlfriend Boyfriend | Somewhere
https://www.allmovie.com/movie/dancer-in-the-dark-v200545, Dancer in the Dark, Drama Musical, Musical Drama Melodrama, Oct 6 2000, 141, Denmark France Sweden, R, 8,  Adult Situations Not For Children Violence, Lars von Trier, ARTE France Cinema Film i Vast France 3 Cinema Liberator Productions Pain Unlimited Trust Film Svenska Zentropa, Fine Line Features, A Good Cry, Mothers and Sons | Down on Their Luck | Saintly Fools, immigrant plant [factory] blindness [physical] fantasy-world son landlord murder Pacific-Northwest, High Artistic Quality, Reportedly the third in acclaimed director Lars von Trier's "Golden Hearts" trilogy (preceded by Breaking the Waves and The Idiots) this film is a hip reworking of the classic Hollywood Musical starring international pop diva Bjork. Set somewhere in rural Washington state Czech immigrant Selma (Bjork) works in a pressing plant struggling to make ends meet for herself and her 10-year-old son Gene (Vladica Kostic). Her best friend is coworker and fellow European Kathy (Catherine Deneuve). While outside work she is maintaining a cautious friendship with local yokel Jeff (Peter Stormare). She also landed a starring role as Maria in an amateur production of The Sound of Music. Selma's life would be one of relative contentment if it were not for the ugly secret she harbors -- she is on the verge of blindness due to a genetic disorder and her young son will suffer the same fate without an operation. Selma has quietly been stashing away money for the surgery and has already amassed $2000. When her savings squirreled away in a can in the kitchen suddenly disappear she confronts her cash-strapped landlord Bill (David Morse). Of course like all musicals the plot periodically takes a backseat to the seven production numbers including a show-stopping sequence in Selma's factory. Shot entirely on digital video the film reportedly used up to 100 cameras for each musical number. Dancer in the Dark received top prizes at the 2000 Cannes Film Festival including Best Actress for Bjork and the coveted Palme d'Or for Best Picture., Catherine Deneuve | David Morse | Peter Stormare | Joel Grey | Vincent Paterson | Cara Seymour | Jean-Marc Barr | Vladica Kostic | Udo Kier | Zeljko Ivanek | Siobhan Fallon, Greendale | The Purple Rose of Cairo | Vera Drake | A Woman Is a Woman | All That Jazz | West Side Story
https://www.allmovie.com/movie/billy-elliot-v201730, Billy Elliot, Comedy Drama, Childhood Drama Coming-of-Age Dance Film Family Drama, Oct 13 2000, 111, UK, R, 7,  Adult Language Questionable for Children Watch With Your Teen, Stephen Daldry, Arts Council of England BBC Tiger Aspect Pictures Title Films WT2, Universal, Only Human | Triumph of the Spirit, Dancer's Life | Fathers and Sons | Teachers and Students | Down on Their Luck | Questioning Gender Roles, boy ballet-dance dance-student against-all-odds dance-instructor boxing poverty working-class coal-miner, Sleeper, Brassed Off meets My Name Is Joe in this gritty coming-of-age drama about a young son of a poor English coal miner who dreams of being a ballet dancer. The film is set during a 1984 miners' strike in Durham county where angry clashes between picketers and cops in riot gear are nearly daily occurrences. Among the most vociferous protestors are Tony (Jamie Driven) and his dad (Gary Lewis) who nags his youngest son Billy (Jamie Bell) into taking boxing classes. Though the kid can do some fancy footwork he can't take a punch. One day at the gym he notices a ballet class taught by hard-bitten Mrs. Wilkinson (Julie Walters) whose young daughter dares him to join. When his father gets wind of this less-than-manly pursuit he pulls him from the class. Sensing a raw and natural talent Mrs. Wilkinson offers to teach the lad for free in preparation for the local auditions to the Royal Ballet School. When Tony gets in trouble with the cops Billy is forced to miss the trials leading to a confrontation between Billy's pop and Ms. Wilkinson. Though at first he steadfastly refuses to consider his son's desires of going into ballet he comes to realize that this might be the one shot that Billy has in order to escape the danger and grinding tedium of a miner's life so he sets out to earn the money by any means necessary to send his son to London. This film is the directorial debut of renowned British stage director Stephen Daldry., Julie Walters | Jamie Bell | Gary Lewis | Stuart Wells | Jamie Draven, About a Boy | The Full Monty | Kinky Boots | Bridget Jones's Diary | Musical Chairs | Center Stage: Turn It Up
https://www.allmovie.com/movie/yi-yi-v201839, Yi Yi, Drama, Ensemble Film Family Drama, Oct 6 2000, 173, Japan Taiwan, , 10,  Adult Situations Not For Children Profanity, Edward Yang, 1+2 Seisaku Iinkai Atom Films Omega Project Pony Canyon, , Only Human, Death in the Family | Midlife Crises | Work Ethics | Family Gatherings | First Love | Lovers Reunited, contract extramarital-affair family-responsibilities jazz lawyer middle-class wedding, High Artistic Quality Sleeper, Master Taiwanese director Edward Yang spins this intricate and complex yarn about life's everyday crises. The film focuses on N.J. Jian (Wu Nien-jen a noted writer/director in his own right); his wife Min-Min (Elaine Jin); and their two children teenager Ting-Ting (Kelly Lee) and young Yang-Yang (Jonathan Chang). Their middle-class existence seems stable and secure until a series of incidents throws all of their lives out of kilter. The misfortunes start at the wedding of Min-Min's ne'er-do-well brother Ah-Di (Chen Xisheng) when his jilted ex-girlfriend Yun-Yun (Tseng Hsin-yi) bursts into the proceedings and lambastes the bride. Upset by the ruckus and feeling unwell Min-Min's mother goes home early only to suffer a stroke and slip into a coma. After the wedding N.J. runs into his first love Sherry (Ke Suyun) who is married to a rich American. This chance encounter shakes N.J. to his very foundations forcing him to reevaluate his life. At the same time N.J.'s computer company deliberates on whether or not to collaborate with a renowned Japanese games designer Ota (Issey Ogata) sending N.J. to Japan to negotiate a contract. Confronted by her mother's coma Min-Min also takes stock of her life and finds it lacking. On the brink of a nervous breakdown she suddenly joins a religious retreat. In Japan N.J. warms to his potential business partner Ota spending long evenings discussing life and love in hip Tokyo jazz clubs. There N.J. also meets up with Sherry; they relive old memories and flirt with infidelity. At the same Ting-Ting who quietly blames herself for her grandmother's coma learns her first hard lessons about love while Yang-Yang causes trouble at school and wrestles with the truths of the adult world. This film won the Golden Palm for Best Direction at the 2000 Cannes Film Festival and was an official selection for the 2000 Toronto Film Festival., Wu Nien-Chen | Kelly Lee | Elaine Jin | Chen Xisheng | Jonathan Chang | Issey Ogata, Girlfriend Boyfriend | The Scent of Green Papaya | I Wish | The Joy Luck Club | Eat Drink Man Woman | Nobody Knows
https://www.allmovie.com/movie/high-fidelity-v184533, High Fidelity, Comedy Drama, Comedy of Manners Romantic Comedy Urban Comedy Workplace Comedy, Mar 31 2000, 113, USA, R, 8,  Adult Humor Profanity Sexual Situations, Stephen Frears, Dogstar Films New Crime Productions Touchstone Pictures Working Title Films, Buena Vista, Strictly Speaking, Bohemian Life | Breakups and Divorces | Existential Crisis | Men's Friendship | Faltering Friendships, adult [vs. child] aimlessness break-up [romantic] dating employee music record-store relationship, High Artistic Quality, A man discovers that there's more to love than a good mixed tape in this dramatic comedy about music and relationships. Rob (John Cusack) an obsessive record collector in his mid-thirties is struggling to reconcile his adolescent enthusiasm for pop music with adult responsibilities and a more mature outlook. He runs a record shop with his friends Barry (Jack Black) and Dick (Todd Louiso) who are known to drive away customers whose taste in music doesn't match their exacting standards -- which may have something to do with why the shop is losing money. But Rob's biggest problem is his failing relationship with Laura (Iben Hjejle) a lawyer who needs more out of the relationship than Rob is capable of giving. To Rob's horror Laura starts dating Ian (Tim Robbins) his upstairs neighbor known throughout the building for his long and noisy sex sessions. Rob on the other hand finds himself catching the attention of singer/songwriter Marie DeSalle (Lisa Bonet) as he tries to deal with his breakup by tracking down his previous ex-girlfriends and taking a fresh look at what he's been doing wrong. Based on the acclaimed novel by Nick Hornby High Fidelity also features Catherine Zeta-Jones Lili Taylor and Joelle Carter as three of Rob's ex-lovers and Sara Gilbert as Dick's new girlfriend who gets a crash course in U.K. punk bands that influenced Green Day., John Cusack | Iben Hjejle | Jack Black | Todd Louiso | Lisa Bonet | Joan Cusack | Sara Gilbert | Joelle Carter | Catherine Zeta-Jones | Chris Rehmann | Tim Robbins | Bruce Springsteen | Lili Taylor | Natasha Gregson Wagner | Ben Carr | Drake Bell, Serendipity | Empire Records | Grosse Pointe Blank | Reality Bites | My Last Five Girlfriends | Say Anything...
https://www.allmovie.com/movie/ginger-snaps-v227026, Ginger Snaps, Horror, Coming-of-Age Creature Film Feminist Film, , 108, Canada, , 8,  Adult Situations Gore Graphic Violence Not For Children Sexual Situations, John Fawcett, Copper Heart Entertainment Lions Gate Films Movie Network Telefilm Canada TVA International Water Pictures, TVA International, Blood and Gore, Suburban Dysfunction | Werewolves, werewolf puberty attack creature mother serum sister menstruation dog, Cult Film, In the generic Canadian suburb of Bailey Downs live Ginger (Katharine Isabelle) and Brigitte (Emily Perkins) 15-year-old sisters committed to introversion menstruation anxiety and terminal misanthropy. Three years late for their first period they spend their time staging gruesome death scenes for their own amusement amidst the willful ignorance of their relentlessly perky mother (Mimi Rogers). On the night Ginger finally gets her period the sisters are attacked in the woods by a ferocious creature that may have some connection to "The Beast of Bailey Downs" a predator currently disemboweling its way through the local dog population. The girls survive the attack and Ginger's wounds heal quickly but her attitude grows even more bizarre as hair sprouts from her scars and a tail grows from her spine. Adding to the terror she starts dating boys. A panicked Brigitte forces herself to befriend Sam (Kris Lemche) the high school pot supplier whose brand of ganja may be the only cure for Ginger's troubling ailment., Emily Perkins | Katharine Isabelle | Mimi Rogers | Jesse Moss | Peter Keleghan | John Bourgeois | Nick Nolan, An American Werewolf in London | Howling III: The Marsupials | The Howling | The Rage: Carrie 2 | The Craft | Skinwalkers
https://www.allmovie.com/movie/djomeh-v201734, Djomeh, Drama Romance, Romantic Drama, , 93, France Iran, , 10, , Hassan Yektapanah, Behnegar Films Lumen Films, , , Arranged Marriages | Dangerous Attraction | Interracial/Cross-Cultural Romance | Unrequited Love, , , Hassan Yektapanah former assistant director to master filmmaker Abbas Kiarostami makes his debut with this gentle look at difficulties faced by foreigners living in Iran. The film centers on Djomeh (Jalil Nazari) an Afghani refugee who works in a small dairy farm near a remote mountain village. His older roommate and fellow countryman Habib (Rashid Akbari) watches over the youth like a brother. His Iranian boss Mr. Mahmoud (Mahmoud Behraznia) is a sweet-natured old man who takes a shine to Djomeh's hardworking ways. The villagers are less sympathetic to Afghanis though. Children hurl rocks at them while adults hurl slurs. When Djomeh falls for the daughter of a local shopkeeper he is at a loss for what to do. Under strict Islamic law he cannot speak with her directly -- a family member must act on his behalf. Unfortunately Djomeh has no family and frets as to whether or not to ask Mr. Mahmoud for help. This film was screened at the 2000 Cannes Film Festival., , The Taste of Cherry | Through the Olive Trees | Love Is a Many-Splendored Thing | Days of Heaven | Before Sunset | The New World
https://www.allmovie.com/movie/requiem-for-a-dream-v186747, Requiem for a Dream, Drama, Addiction Drama Psychological Drama Urban Drama, Oct 6 2000, 102, USA, NR, 7,  Not For Children Nudity Profanity Strong Sexual Content Substance Abuse, Darren Aronofsky, Artisan Entertainment Thousand Words, Artisan Entertainment, Abandon All Hope | Uncomfortable Viewing, Drug Addiction | Down on Their Luck | Mothers and Sons | Self-Destructive Romance, drug-addiction diet-pills drug-dealer heroin refrigerator television television-show, High Artistic Quality, Based on the novel by Hubert Selby Jr. this gritty drama concerns four people trapped by their addictions. Harry (Jared Leto) and his best friend Tyrone (Marlon Wayans) are impoverished heroin addicts living in Coney Island NY while Harry's girlfriend Marion (Jennifer Connelly) is a fellow addict trying to distance herself from her wealthy father. Harry dreams of scoring a pound of smack from which he could make enough money to open a clothing boutique with Marion but so far he and his friends can barely scrape by supporting their own habits. Meanwhile Harry's mother Sara (Ellen Burstyn) who spends her days watching television is told she has the opportunity to appear on her favorite game show; wanting to lose enough weight to fit into her favorite red dress she visits a sleazy doctor who gives her a prescription for amphetamines. Soon Sara has a drug habit of her own that is spiraling out of control. Requiem for a Dream was directed by Darren Aronofsky who also co-wrote the screenplay with Selby; it was Aronofsky's second feature following his acclaimed independent film Pi., Ellen Burstyn | Jared Leto | Jennifer Connelly | Marlon Wayans | Christopher McDonald | Louise Lasser | Keith David | Sean Gullette | Ajay Naidu | Samia Shoaib, Drugstore Cowboy | Acts of Worship | Thirteen | Pi | The Panic in Needle Park | Jesus' Son
https://www.allmovie.com/movie/amores-perros-v201704, Amores Perros, Drama, Ensemble Film Urban Drama, Mar 30 2001, 153, Mexico, R, 8,  Adult Language Not For Children Sexual Situations Violence, Alejandro González Iñárritu, Alta Vista Films Zeta Entertainment, , Food for Thought | Only Human, Man's Best Friend | Crime Gone Awry | Redemption | Unrequited Love | Haunted By the Past | Hired Killers | Love Triangles | Sibling Relationships, aging car-crash dog-fight [animals] handicap hitman hospital robbery slums torture, High Artistic Quality High Historical Importance, Three stories of life along the margins in Mexico City converge in this inventive thriller. Octavio is sharing an apartment with his brother which leads to a serious problem when he falls in love with Susanna his sister-in-law. Octavio and Susanna want to run away together but Octavio has no money. He does however know a man who stages dog fights and he volunteers his dog Cofi for the next round of fights. Cofi bravely rises to the occasion but the dog's success in the ring leads to a violent altercation. Elsewhere Daniel a successful publishing magnate leaves his family to take up with a beautiful model Valeria. Valeria however soon loses a leg in an auto accident and as Daniel tends to her needs her tiny pet dog gets trapped under the floorboards of their apartment. And finally El Chivo (Emilio Echeverria) is an elderly homeless man who is trying to contact his daughter whom he hasn't seen in years. Desperate for money El Chivo is hired by a businessman to assassinate his partner; however as he's following his target he's interrupted by an auto accident from which Octavio and his injured dog stagger in search of help. Amores Perros (aka Love's a Bitch) was the debut from director Alexandro Gonzalez Inarritu., Emilio Echeverria | Gael García Bernal | Goya Toledo | Alvaro Guerrero | Jorge Salinas | Adriana Barraza | Vanessa Bauche, Babel | Sin Nombre | Maria Full of Grace | 21 Grams | Y Tu Mamá También | Biutiful
